id	score	topic	answer	problem_preview
139	0.777778	other	\sqrt{194}	In the complex plane, let \( z_1 \) and \( z_2 \) be two distinct complex numbers such that \( |z_1| = 5 \) and \( |z_2| = 13 \). If the product \( z_1 z_2 \) is a purely imaginary number, find the value of \( \left| z_1 + z_2 \right| \).
140	0.333333	geometry	10	In the plane, there are 10 points. No three of these points are collinear. A line is drawn through every pair of these points. What is the minimum number of colors needed to color these lines such that no two lines that intersect at the sa...
141	0.375000	number_theory	0	There are 20 identical balls and 6 distinct bins. Each bin can contain at most 5 balls. How many ways are there to distribute the balls among the bins such that the total number of balls distributed is divisible by both 3 and 4, and the di...
142	0.777778	geometry	4	Let \( f(n) \) be a function defined on the positive integers such that \( f(n) = n^2 - 3n + 4 \). Find the smallest positive integer \( k \) such that there exists a positive integer \( n \) for which \( f(n) = k \) and \( k \) is also a ...
143	0.500000	geometry	\dfrac{168}{25}	Given a triangle with side lengths of 7, 24, and 25 units, and knowing that one of its internal angles is not a right angle, determine the length of the altitude drawn to the longest side. Express your answer as a simplified radical expres...
144	0.666667	geometry	PQ \perp AD	Let \(ABC\) be an acute triangle with circumcenter \(O\). The incircle of \(ABC\) touches sides \(BC\) and \(AC\) at points \(D\) and \(E\), respectively. Let \(M\) be the midpoint of \(AB\), and let \(N\) be the midpoint of \(BC\). If the...
145	0.444444	number_theory	0	Determine the number of ordered pairs of integers \((a, b)\) such that \(1 \leq a \leq 100\), \(1 \leq b \leq 100\), and the equation \(a^2 + b^2 = 2023\) holds.
146	0.500000	geometry	0	Find all integers \( n \) such that both \( n+1 \) and \( 2n+1 \) are perfect squares. Prove that there are no other solutions.
147	0.333333	geometry	4	Find the smallest positive integer \( n \) such that there exists a strictly increasing sequence of \( n \) integers where every term is a perfect square, and the sum of any two terms in the sequence is not a perfect square.
148	0.555556	number_theory	100	Suppose you have a sequence of positive integers \(a_1, a_2, a_3, \ldots\) defined recursively by \(a_1 = 1\), and for all \(n \geq 2\), \(a_n\) is the smallest positive integer that does not divide any term in the sequence \(a_1, a_2, \ld...
149	0.555556	number_theory	11	Find the smallest positive integer \( n \) such that the sum of the first \( n \) terms of the harmonic series, defined as \( H_n = 1 + \frac{1}{2} + \frac{1}{3} + \ldots + \frac{1}{n} \), exceeds 3. That is, determine the smallest \( n \)...
150	0.625000	logic_puzzle	18	In a group of 12 people, each person shakes hands with exactly 3 others. How many handshakes occur in total?
151	0.555556	geometry	\frac{1}{4}	In a circular dartboard, two concentric circles with radii of 3 cm and 6 cm are drawn. A dart is thrown randomly at the board, hitting a point uniformly distributed within the board. What is the probability that the dart lands closer to th...
152	0.555556	geometry	1	What is the smallest positive integer \( n \) for which the sum of the first \( n \) positive integers is a perfect square? Given that the sum of the first \( n \) positive integers is \(\frac{n(n+1)}{2}\), find \( n \) such that \(\frac{n...
153	0.555556	geometry	2585	In a certain town, there are $100$ houses numbered from $1$ to $100$. Each house has a unique number of cats, with the total number of cats in all houses being $5050$. If the number of cats in a house is equal to the square of its house nu...
154	0.666667	number_theory	1	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^4 - 2x^3 - 7x^2 + 8x + 12 \) can be factored into the product of two non-constant polynomials with integer coefficients, and these factors each have a degre...
155	0.555556	geometry	10	Let \(ABC\) be a triangle with \(AB = AC = 13\) and \(BC = 10\). A circle is inscribed in the triangle, tangent to all three sides. If the circle's radius is \(r\), and \(D\) is the point where the circle is tangent to \(BC\), find the val...
156	0.333333	number_theory	100	A sequence \(a_n\) is defined by \(a_1 = 1\), and for \(n \geq 2\), \(a_n\) is the smallest integer greater than \(a_{n-1}\) such that the set \(\{a_1, a_2, \ldots, a_n\}\) does not contain any three elements \(x, y, z\) satisfying \(x + y...
157	0.625000	geometry	2	A triangle has side lengths of 5, 12, and 13 units. If a circle is inscribed in this triangle, what is the radius of the circle?
158	0.555556	number_theory	42	What is the sum of all positive integers \( n \) such that the product of the roots of the equation \( x^2 + nx + 20 = 0 \) is 20 and the sum of the roots is an integer?
159	0.333333	geometry	10	In a mystical forest, there are \( n \) trees, each with a unique number of magical leaves. The total number of leaves on all trees combined is \( L \). Each tree has at least one leaf. The forest's ancient rules state that if you count th...
160	0.333333	number_theory	0	Find the number of 4-digit positive integers $N$ such that the digits of $N$ in base 10 are in strictly increasing order (from left to right) and the digits of $N$ in base 2 are also in strictly increasing order (from left to right).
161	0.333333	number_theory	171	Find the smallest positive integer \( n \) such that the sum of the digits of \( n \) equals the sum of the digits of \( 2n \), and \( n \) is a palindrome.
162	0.666667	algebra	4	Let \( f: \mathbb{R} \to \mathbb{R} \) be a function defined by \[ f(x) = \begin{cases} \frac{x^2 - 4}{x - 2} & \text{if } x \neq 2, \\ 5 & \text{if } x = 2. \end{cases} \] Determine the value of \( \lim_{x \to 2} f(x) \).
163	0.777778	geometry	4	A circle is inscribed in a right triangle with legs of lengths 6 and 8 units. If the radius of the inscribed circle is \( r \), find the value of \( r^2 \).
164	0.666667	other	3	In a game of Nim, three players Alice, Bob, and Carol start with a pile of 31 stones. They take turns removing 1, 2, or 3 stones from the pile, with the player who takes the last stone winning. Alice plays first, then Bob, then Carol, and ...
165	0.333333	algebra	2	Find all real numbers \(x\) that satisfy the equation \[ \sqrt[3]{x - \sqrt[4]{x - 2}} + 2 = \sqrt[4]{x - \sqrt[3]{x - 2}} + 3. \]
166	0.666667	geometry	\frac{\sqrt{5} + 2\sqrt{15}}{12}	In the rectangular coordinate system, let $P$ be a point on the unit circle such that $\sin \angle POS = \frac{2}{3}$, where $O$ is the origin and $S$ is the point $(1,0)$. If $Q$ is another point on the unit circle such that $\cos \angle ...
167	0.333333	geometry	5.76	Consider a convex pentagon \( ABCDE \) with interior angles \( \angle A = 100^\circ \), \( \angle B = 110^\circ \), \( \angle C = 120^\circ \), \( \angle D = 130^\circ \), and \( \angle E = 140^\circ \). The sides \( AB, BC, CD, DE, \) and...
168	0.375000	number_theory	3	Find all positive integers $n$ such that there exist positive integers $a$ and $b$ satisfying the equation $a^2 + ab + b^2 = n^3$.
169	0.333333	geometry	100	Let \( S \) be a set of points in the coordinate plane such that every point in \( S \) has integer coordinates, and every line passing through two points in \( S \) is horizontal, vertical, or at a 45-degree angle. If \( |S| = 100 \), det...
170	0.555556	geometry	2	Let \(ABC\) be an acute-angled triangle with circumcircle \(\omega\) and orthocenter \(H\). Let \(D, E, F\) be the feet of the altitudes from \(A, B, C\) respectively, and let \(M\) be the midpoint of \(BC\). Suppose that the line \(DM\) i...
171	0.777778	number_theory	0	Let \( f(x) \) be a polynomial of degree 5 with integer coefficients such that \( f(1) = 0 \) and \( f(2) = 10 \). If \( f(x) \) has exactly one real root \( r \) in the interval \( (1, 2) \) and all other roots are non-real, find the sum ...
172	0.750000	number_theory	6	Find the sum of all positive integers \( n \) such that the polynomial \( P(x) = x^3 + ax^2 + bx + c \) with integer coefficients \( a, b, \) and \( c \) satisfies \( P(n) = n^2 \) for exactly three different values of \( n \).
173	0.333333	number_theory	3	What is the smallest positive integer \( n \) such that the equation \( x^3 + y^3 = nz \) has solutions in positive integers \( x \), \( y \), and \( z \) but the equation \( x^2 + y^2 = nz \) has no solutions in positive integers \( x \),...
174	0.666667	algebra	2	Let \(f(x)\) be a polynomial function defined over the real numbers such that \(f(0) = 1\), \(f(1) = 2\), and \(f(2) = 5\). If \(g(x) = f(x^2)\) and it is given that \(g(0) = 1\), find the value of \(g(1)\).
175	0.333333	other	151	In a magical forest, there are three types of trees: oak, pine, and maple. Each tree has a unique property: the number of acorns a oak tree drops is the same as the number of pine trees, the number of pines a pine tree drops is twice the n...
176	0.666667	algebra	\frac{3}{2}	Find all real solutions to the equation \(\sqrt{x + \sqrt{2x - 1}} + \sqrt{x - \sqrt{2x - 1}} = 2\).
177	0.444444	number_theory	28	What is the smallest positive integer that can be expressed as the sum of two distinct positive integers, each raised to the power of three, and also as the product of three distinct positive integers?
178	0.666667	algebra	-2	Let \(f(x)\) be a polynomial of degree 3 with real coefficients such that \(f(0) = 1\), \(f(1) = 2\), and \(f(2) = 5\). If the polynomial \(g(x) = f(x) + kx^2\) where \(k\) is a real number, find the value of \(k\) such that the polynomial...
179	0.555556	geometry	\frac{243 \pi}{5}	A spherical balloon with a radius of 3 units is filled with helium. The balloon is then inflated such that its radius increases linearly from 3 units to 6 units over a period of 5 hours. Calculate the rate of change of the volume of the ba...
180	0.777778	number_theory	1	Find the number of positive integers \( n \) such that \( n \) is a divisor of 1000 and \( n \) is also a perfect eighth power.
181	0.444444	number_theory	10	A sequence of positive integers \(a_1, a_2, a_3, \ldots, a_n\) is defined recursively by \(a_1 = 1\), \(a_2 = 2\), and for all \(n \geq 3\), \(a_n\) is the smallest positive integer that does not divide any of the previous terms \(a_1, a_2...
182	0.555556	number_theory	10	A sequence of positive integers \( a_1, a_2, a_3, \ldots \) is defined by \( a_1 = 1 \) and for \( n \geq 1 \), \( a_{n+1} \) is the smallest positive integer such that \( a_{n+1} \) is not a divisor of \( a_n \) and \( a_{n+1} \) is not a...
183	0.777778	other	173	In a magical kingdom, there are three types of coins: gold, silver, and bronze. A gold coin is worth 10 silver coins, and a silver coin is worth 10 bronze coins. One day, the king decides to mint a special coin called the platinum coin, wh...
184	0.444444	number_theory	6	Let \( A \) be a non-empty set of positive integers. Define \( S \) as the set of all sums of elements from \( A \). If \( A = \{1, 2, 4, 8, 16\} \) and \( B \) is the set of all integers in \( S \) that are multiples of 5, determine the n...
185	0.333333	combinatorics	3	Consider a regular octagon. The vertices of this octagon are connected in pairs to form eight diagonals. If these diagonals are colored such that no two adjacent diagonals share the same color, what is the minimum number of colors required...
186	0.777778	geometry	9\pi	What is the area, in square units, of the region defined by the equation \( x^2 + y^2 + 8x + 6y + 16 = 0 \)?
187	0.777778	number_theory	119	Two distinct positive integers \(a\) and \(b\) satisfy the equation \(a^2 - b^2 = 2023\). If \(a\) and \(b\) are both less than 100, find the sum of \(a\) and \(b\).
188	0.555556	number_theory	0	A sequence of positive integers \(a_1, a_2, a_3, \ldots, a_n\) is defined such that \(a_1 = 1\) and for \(n \geq 2\), \(a_n = a_{n-1} + 2^{n-1}\). Find the number of ways to partition the set \(\{a_1, a_2, \ldots, a_{10}\}\) into two non-e...
189	0.444444	geometry	24	Let \(ABC\) be a triangle with \(AB < AC\). Let \(I\) be the incenter of \(\triangle ABC\), and let \(D\) be the foot of the perpendicular from \(I\) to \(BC\). Suppose \(E\) is the point on \(AC\) such that \(BE\) is the angle bisector of...
190	0.444444	number_theory	203	A sequence of positive integers \( a_1, a_2, a_3, \ldots \) is defined by \( a_1 = 1 \) and \( a_{n+1} = a_n^2 + a_n + 1 \) for \( n \geq 1 \). Find the remainder when \( a_{10} \) is divided by 1000.
