tensor,layer,module,delta_id,family,round,parameter_count,l2_norm
model.layers.30.self_attn.o_proj.weight,layer_30,attention_o,solver_full_r3,solver_full,3,10485760,0.012696672086517244
model.layers.30.self_attn.o_proj.weight,layer_30,attention_o,solver_full_r4,solver_full,4,10485760,0.012866791545176587
model.layers.30.self_attn.o_proj.weight,layer_30,attention_o,solver_full_r5,solver_full,5,10485760,0.012497110625581415
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,questioner_full_r1,questioner_full,1,24903680,0.013745150674047383
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,questioner_full_r2,questioner_full,2,24903680,0.08324163074348614
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,questioner_full_r3,questioner_full,3,24903680,0.0829835084789295
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,questioner_full_r4,questioner_full,4,24903680,0.07999570833314437
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,questioner_full_r5,questioner_full,5,24903680,0.08171006495311892
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_rank1_r1,solver_rank1,1,24903680,0.018797904423834017
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_rank1_r2,solver_rank1,2,24903680,0.01991898793826301
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_rank1_r3,solver_rank1,3,24903680,0.0192917167022861
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_rank1_r4,solver_rank1,4,24903680,0.01862770541586209
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_rank1_r5,solver_rank1,5,24903680,0.01855332134654007
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_full_r1,solver_full,1,24903680,0.020673775015208343
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_full_r2,solver_full,2,24903680,0.022380722915934435
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_full_r3,solver_full,3,24903680,0.02201884113033262
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_full_r4,solver_full,4,24903680,0.021316839013125786
model.layers.20.mlp.up_proj.weight,layer_20,mlp_up,solver_full_r5,solver_full,5,24903680,0.021179960581399235
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,questioner_full_r1,questioner_full,1,128,8.529922399520072e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,questioner_full_r2,questioner_full,2,128,7.514082185208209e-05
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,questioner_full_r3,questioner_full,3,128,3.5987782028414166e-05
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,questioner_full_r4,questioner_full,4,128,3.0517578125e-05
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,questioner_full_r5,questioner_full,5,128,3.8902431591741825e-05
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_rank1_r1,solver_rank1,1,128,3.814697265625e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_rank1_r2,solver_rank1,2,128,7.62939453125e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_rank1_r3,solver_rank1,3,128,2.191376741996013e-05
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_rank1_r4,solver_rank1,4,128,7.62939453125e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_rank1_r5,solver_rank1,5,128,7.62939453125e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_full_r1,solver_full,1,128,3.814697265625e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_full_r2,solver_full,2,128,7.62939453125e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_full_r3,solver_full,3,128,2.288818359375e-05
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_full_r4,solver_full,4,128,8.529922399520072e-06
model.layers.24.self_attn.k_norm.weight,layer_24,normalization,solver_full_r5,solver_full,5,128,7.62939453125e-06
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,questioner_full_r1,questioner_full,1,24903680,0.01350253226188223
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,questioner_full_r2,questioner_full,2,24903680,0.08477739930643223
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,questioner_full_r3,questioner_full,3,24903680,0.08414858397768663
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,questioner_full_r4,questioner_full,4,24903680,0.08158521268241685
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,questioner_full_r5,questioner_full,5,24903680,0.0845736343819405
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_rank1_r1,solver_rank1,1,24903680,0.018710531776645733
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_rank1_r2,solver_rank1,2,24903680,0.01984837644305594
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_rank1_r3,solver_rank1,3,24903680,0.01898925749106559
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_rank1_r4,solver_rank1,4,24903680,0.018696688267740597
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_rank1_r5,solver_rank1,5,24903680,0.018402074774089585
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_full_r1,solver_full,1,24903680,0.020639950058276724
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_full_r2,solver_full,2,24903680,0.022301169478034333
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_full_r3,solver_full,3,24903680,0.02175993925009895
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_full_r4,solver_full,4,24903680,0.02141367593796987
model.layers.19.mlp.gate_proj.weight,layer_19,mlp_gate,solver_full_r5,solver_full,5,24903680,0.02103037434562424
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,questioner_full_r1,questioner_full,1,2621440,0.004215678940921852
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,questioner_full_r2,questioner_full,2,2621440,0.026891518369014666
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,questioner_full_r3,questioner_full,3,2621440,0.026585926062946904
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,questioner_full_r4,questioner_full,4,2621440,0.025784592508886144
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,questioner_full_r5,questioner_full,5,2621440,0.025844677858038307
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.005703651147022358
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.006150267774435996
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.005958426852029281
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.005900283650483219
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.005765438138990029
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_full_r1,solver_full,1,2621440,0.006248992710927349
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_full_r2,solver_full,2,2621440,0.006879391735720095
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_full_r3,solver_full,3,2621440,0.006751976040015938
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_full_r4,solver_full,4,2621440,0.006699874300485851
model.layers.25.self_attn.v_proj.weight,layer_25,attention_v,solver_full_r5,solver_full,5,2621440,0.006565599765612709
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,questioner_full_r1,questioner_full,1,2621440,0.0041873299137883645
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,questioner_full_r2,questioner_full,2,2621440,0.027115010651325152
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,questioner_full_r3,questioner_full,3,2621440,0.026425836986231334
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,questioner_full_r4,questioner_full,4,2621440,0.026072219841662775
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,questioner_full_r5,questioner_full,5,2621440,0.026310944065461243
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_rank1_r1,solver_rank1,1,2621440,0.0059936909971161035
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_rank1_r2,solver_rank1,2,2621440,0.006145287711488726
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_rank1_r3,solver_rank1,3,2621440,0.006036115411739764
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_rank1_r4,solver_rank1,4,2621440,0.0060917306910972
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_rank1_r5,solver_rank1,5,2621440,0.005808519067916304
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_full_r1,solver_full,1,2621440,0.006599878904773564
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_full_r2,solver_full,2,2621440,0.006867570653998011
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_full_r3,solver_full,3,2621440,0.0068441357397458135
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_full_r4,solver_full,4,2621440,0.006868466969960078
model.layers.27.self_attn.v_proj.weight,layer_27,attention_v,solver_full_r5,solver_full,5,2621440,0.006591132429088873
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,questioner_full_r1,questioner_full,1,10485760,0.01049543232695528
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,questioner_full_r2,questioner_full,2,10485760,0.05358043246646485
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,questioner_full_r3,questioner_full,3,10485760,0.054331577725034275
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,questioner_full_r4,questioner_full,4,10485760,0.05333720268454064
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,questioner_full_r5,questioner_full,5,10485760,0.05365129025283883
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_rank1_r1,solver_rank1,1,10485760,0.014078370050948575
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_rank1_r2,solver_rank1,2,10485760,0.015197701961551123
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_rank1_r3,solver_rank1,3,10485760,0.015325114137863305
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_rank1_r4,solver_rank1,4,10485760,0.014773558787239682
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_rank1_r5,solver_rank1,5,10485760,0.013766684029338096
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_full_r1,solver_full,1,10485760,0.01547422253862703
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_full_r2,solver_full,2,10485760,0.017105820066101573
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_full_r3,solver_full,3,10485760,0.016598846486418996
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_full_r4,solver_full,4,10485760,0.016046322157367496
model.layers.18.self_attn.o_proj.weight,layer_18,attention_o,solver_full_r5,solver_full,5,10485760,0.015781103020199864
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,questioner_full_r1,questioner_full,1,24903680,0.012564130514994425
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,questioner_full_r2,questioner_full,2,24903680,0.07604025806479851
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,questioner_full_r3,questioner_full,3,24903680,0.07928030858818445
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,questioner_full_r4,questioner_full,4,24903680,0.07739988132368589
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,questioner_full_r5,questioner_full,5,24903680,0.0806176858684614
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_rank1_r1,solver_rank1,1,24903680,0.019170509214703816
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_rank1_r2,solver_rank1,2,24903680,0.019387840341798784
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_rank1_r3,solver_rank1,3,24903680,0.018323929014246728
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_rank1_r4,solver_rank1,4,24903680,0.017408328392216642
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_rank1_r5,solver_rank1,5,24903680,0.017497530339570373
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_full_r1,solver_full,1,24903680,0.020793397055818008
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_full_r2,solver_full,2,24903680,0.021581750120232286
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_full_r3,solver_full,3,24903680,0.02070234075355031
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_full_r4,solver_full,4,24903680,0.01963352750409583
model.layers.12.mlp.gate_proj.weight,layer_12,mlp_gate,solver_full_r5,solver_full,5,24903680,0.020054284846549662
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,questioner_full_r1,questioner_full,1,128,7.62939453125e-06
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,questioner_full_r2,questioner_full,2,128,0.0
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,questioner_full_r3,questioner_full,3,128,3.814697265625e-05
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,questioner_full_r4,questioner_full,4,128,2.6702880859375e-05
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,questioner_full_r5,questioner_full,5,128,7.62939453125e-06
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_rank1_r1,solver_rank1,1,128,2.288818359375e-05
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_rank1_r2,solver_rank1,2,128,0.0
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_rank1_r3,solver_rank1,3,128,7.62939453125e-06
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_rank1_r4,solver_rank1,4,128,3.814697265625e-06
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_rank1_r5,solver_rank1,5,128,1.1444091796875e-05
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_full_r1,solver_full,1,128,2.288818359375e-05
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_full_r2,solver_full,2,128,0.0
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_full_r3,solver_full,3,128,7.62939453125e-06
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_full_r4,solver_full,4,128,3.814697265625e-06
model.layers.4.self_attn.q_norm.weight,layer_04,normalization,solver_full_r5,solver_full,5,128,1.1444091796875e-05
model.layers.35.input_layernorm.weight,layer_35,normalization,questioner_full_r1,questioner_full,1,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,questioner_full_r2,questioner_full,2,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,questioner_full_r3,questioner_full,3,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,questioner_full_r4,questioner_full,4,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,questioner_full_r5,questioner_full,5,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_rank1_r1,solver_rank1,1,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_rank1_r2,solver_rank1,2,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_rank1_r3,solver_rank1,3,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_rank1_r4,solver_rank1,4,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_rank1_r5,solver_rank1,5,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_full_r1,solver_full,1,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_full_r2,solver_full,2,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_full_r3,solver_full,3,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_full_r4,solver_full,4,2560,0.0
model.layers.35.input_layernorm.weight,layer_35,normalization,solver_full_r5,solver_full,5,2560,0.0
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,questioner_full_r1,questioner_full,1,24903680,0.009235756540329284
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,questioner_full_r2,questioner_full,2,24903680,0.08458080665757786
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,questioner_full_r3,questioner_full,3,24903680,0.07962500272464336
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,questioner_full_r4,questioner_full,4,24903680,0.08338023866998219
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,questioner_full_r5,questioner_full,5,24903680,0.08269243177395394
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_rank1_r1,solver_rank1,1,24903680,0.014832403700458931
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_rank1_r2,solver_rank1,2,24903680,0.015497284448873478
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_rank1_r3,solver_rank1,3,24903680,0.015214750352453356
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_rank1_r4,solver_rank1,4,24903680,0.015270284316229515
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_rank1_r5,solver_rank1,5,24903680,0.014131070365989382
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_full_r1,solver_full,1,24903680,0.01633104802071752
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_full_r2,solver_full,2,24903680,0.01726822643197116
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_full_r3,solver_full,3,24903680,0.017169734074777412
model.layers.35.mlp.gate_proj.weight,layer_35,mlp_gate,solver_full_r4,solver_full,4,24903680,0.017158667687472578
